"Service name","Type of establishment","Services provided","Address line 1","Address line 2",Postcode,"Last inspection date",Telephone,Sector
"The ME Clinic (de-registered 03/03/2026)",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","8 Churchill Way",Cardiff,"CF10 2DX",21/05/2018,"'029 2167 6672",
"Pencoed Medical Centre","GP Surgeries","GP services","Heol Yr Onnen",Pencoed,"CF35 5PF",02/11/2022,"'01656 867900",NHS
"The Medical Centre","GP Surgeries","GP services","Tredegar Avenue Llanharan",Pontyclun,"CF72 9PS",,"'01443 220650",NHS
"The Medical Centre","GP Surgeries","GP services","Monmouth House",Usk,"NP15 1TJ",,"'01291 672753",NHS
"The Medical Centre","GP Surgeries","GP services","Plas Penrhyn",Conwy,"LL30 3EU",,"'01492 550430 for both Penrhyn Bay and Deganwy Surgeries",NHS
"The Medical Centre","GP Surgeries","GP services","High Street",Wrexham,"LL14 6NH",,"'01978 823717",NHS
"The Mold Bradley Practice","GP Surgeries","GP services","Glanrafon Medical Centre,Glanrafon Road",Flintshire,CH71PA,,"'0345 9007851",NHS
"The Mount Surgery","GP Surgeries","GP services","Pontypool Medical Centre",Pontypool,NP46DH,,"'01495 763141",NHS
"The New Surgery, Primary Care Centre","GP Surgeries","GP services","Min y Nant",Bridgend,"CF35 6YP",13/03/2026,"'01656 860343",NHS
"The Nook","GP Surgeries","GP services","Chapel Terrace, High Street",Flintshire,CH66ED,,"'01352 732379",NHS
"The Old School","GP Surgeries","GP services","St Martins",Shropshire,"SY11 3AR",,,NHS
"MyDentist – The Orthodontic Centre","Dental Practices",Dental,"Beck Court","Pontprennau, Cardiff","CF23 8RP",06/04/2017,,NHS
"The Penylan Surgery","GP Surgeries","GP services","74 Penylan Road","Penylan, Cardiff","CF23 5SY",25/01/2018,"'029 2049 8181",NHS
"The Pontprennau Medical Centre","GP Surgeries","GP services","33 Kenmare Mews Pontprennau",,"CF23 8RJ",06/02/2019,"'029 2073 9999",NHS
"The Portway Surgery","GP Surgeries","GP services","1 The Portway",Porthcawl,"CF36 3XB",25/01/2018,"'01656 304204",NHS
"The Practice Of Health","GP Surgeries","GP services","31 Barry Road",Barry,"CF63 1BA",17/06/2020,"'01446 700350",NHS
"The Quay surgery","GP Surgeries","GP services","Fron Road",Flintshire,CH54PJ,,"'01244 814272",NHS
"The Raven Hill Dental Surgery","Dental Practices",Dental,"566 Middle Road Ravenhill",Swansea,"SA5 5DH",29/04/2026,"'01792 581031","NHS, Private/Independent"
"The Robert Street Practice","GP Surgeries","GP services","Manchester Square Health Centre Manchester Square","Milford Haven","SA73 2JW",26/02/2025,"'01646 690690",NHS
"The Rogerstone Practice","GP Surgeries","GP services","Western Valley Road",Rogerstone,"NP10 9DU",19/12/2018,,NHS
"The Rugby Surgery","GP Surgeries","GP services","5 Kelvedon Street",Newport,"NP19 0DW",02/12/2020,"'01633 258564",NHS
"The Cowbridge & Western Vale Group Practice","GP Surgeries","GP services","The Surgery The Square","St. Athan","CF62 4PF",,"'01446 751751",NHS
"The Dental Centre","Dental Practices",Dental,"Suite 4, Oakdale Health Centre Central Buildings",Blackwood,"NP12 0LR",08/04/2026,"'01495 225588","NHS, Private/Independent"
"The Dental Department","Dental Practices",Dental,"Colwyn Bay Community Hospital Bryn Avenue",Conwy,"LL29 8AY",,"'01492 807525",NHS
"The Dental Surgery, Swansea","Dental Practices",Dental,"126A West Cross Lane",Swansea,"SA3 5NG",20/05/2019,"'01792 402580",NHS
"The Gables Dental Practice","Dental Practices",,"6 Plas Uchaf Avenue",Denbighshire,"LL19 9NR",04/12/2019,"'01745 854693","NHS, Private/Independent"
"The Grove Dental Practice","Dental Practices",Dental,"28 Penallta Road","Ystrad Mynach","CF82 7AN",30/07/2025,"'01443 812559 / 816160",Private/Independent
"The Grove Dental Practice","Dental Practices",Dental,"3 Ashgrove Terrace",Nelson,"CF46 6LR",19/09/2019,"'01443 451851","NHS, Private/Independent"
"The Grove Skin And Laser Limited (de-registered 22/01/2026)",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","117 Glanmor Road, Uplands, Swansea, SA2 0RN",Uplands,"SA2 0RN",10/06/2020,"'01792 202022",Private/Independent
"The Hazels",Clinics,"Mental Health","Temple Street","Llandrindod Wells","LD1 5HF",17/04/2019,"'01597 825888",NHS
"The Health Centre","GP Surgeries","GP services","Ynysfach Ave",Resolven,"SA11 4LL",,"'01639 509050",NHS
"The Health Centre","GP Surgeries","GP services",,Anglesey,"LL58 8AL",,"'01248 810818",NHS
"The Health Centre","GP Surgeries","GP services",,Anglesey,"LL61 5YZ",,"'01248 714388",NHS
"The Health Centre","GP Surgeries","GP services","The Roe",Denbighshire,"LL17 0LU",,"'01745 582251",NHS
"The Health Centre","GP Surgeries","GP services","Pwllheli Road",Gwynedd,"LL52 0RR",,"'01766 800550",NHS
"The Health Centre","GP Surgeries","GP services","Amanda Grove",Wrexham,"LL14 4AP",,"'01978 351823",NHS
"The Health Centre","GP Surgeries","GP services","Poplar Avenue",Wrexham,"LL12 8EP",,"'01978 852208",NHS
"The Health Centre","GP Surgeries","GP services","School Road",Wrexham,"LL12 0TR",,"'01978 852206",NHS
"The Health Centre","GP Surgeries","GP services","Smithy Road",Wrexham,"LL11 3NS",,"'01978 720011",NHS
"The Health Centre","GP Surgeries","GP services","Newborough Avenue Llanishen",,"CF14 5DB",,"'029 2075 8042",NHS
"The Health Centre","GP Surgeries","GP services",Ropewalk,Fishguard,"SA65 9BT",,"'01348 430207",NHS
"The Health Centre  (BCU Managed Practice)","GP Surgeries","GP services","Vicarage Lane",Denbighshire,"LL18 2UE",,"'01745 590218",NHS
"The Health Centre Glyndwr University",Clinics,,"Plas Coch Campus, Mold Road",Wrexham,"LL11 2AW",,'03000849960,NHS
"The Hollies Dental Practice","Dental Practices",Dental,"65 Vale Street",Denbighshire,"LL16 3AP",20/06/2019,"'01745 813198",Private/Independent
"The Independent General Practice",Clinics,,"1B Oaktree Court, Mulberry Drive, Cardiff Gate Business Park",Cardiff,"CF23 8RS",29/05/2024,"'03456 252 252",Private/Independent
"The Laurels Surgery","GP Surgeries","GP services","Earl Street",Flintshire,"CH6 5ER",28/04/2023,,NHS
"The Senghenydd Surgery","GP Surgeries","GP services","5 High Street",Caerphilly,"CF83 4GF",,"'02920 830897",NHS
"Severn Dental","Dental Practices",Dental,"Beaufort Park",Chepstow,"NP16 5UH",01/10/2025,,Private/Independent
"The Stables Medical Practice","GP Surgeries","GP services","27 Glynne Way",Flintshire,CH53PA,17/11/2020,"'01244 532223",NHS
"The Surgery","GP Surgeries","GP services","Bro'r Ysgol",Anglesey,"LL65 1UR",,"'01407 740242",NHS
"The Surgery","GP Surgeries","GP services",,Anglesey,"LL65 4RS",,"'01407 720202",NHS
"The Surgery","GP Surgeries","GP services",,Anglesey,"LL65 3SW",,"'01407 720798",NHS
"The Surgery","GP Surgeries","GP services","Llanrwst Road",Conwy,"LL28 5SR",,"'01492 580657",NHS
"The Surgery","GP Surgeries","GP services",Llansannan,Denbighshire,"LL16 5HJ",,"'01745 870240",NHS
"The Surgery","GP Surgeries","GP services","Sarn Bach Road",Gwynedd,"LL53 7EH",,"'01758 712070",NHS
"The Surgery","GP Surgeries","GP services","Gardden Road",Wrexham,"LL14 2EN",25/06/2025,"'01978 801890",NHS
"The Surgery","GP Surgeries","GP services","Sandy Lane",Wrexham,"SY13 3DL",,"'01948 830223",NHS
"Church Road Surgery","GP Surgeries","GP services",Guilsfield,Welshpool,"SY21 9NJ",,"'01938 553858",NHS
"The Surgery (Bodreinallt Branch Surgery)","GP Surgeries","GP services","158 Conwy Road",Conwy,"LL31 9DU",,"'01492 593385",NHS
"The Surgery St Davids Crt","GP Surgeries","GP services","68A Cowbridge Road East Cardiff",Canton,"CF11 9DT",,"'029 2037 9510",NHS
"The Taff Riverside Practice","GP Surgeries","GP services","Wellington Street Riverside",Riverside,"CF11 9SH",,"'029 2080 3200",NHS
"The Usk Surgery","GP Surgeries","GP services","James House",Usk,"NP15 1AB",,"'01291 672633",NHS
"The Vale Locality Mental Health Team",Hospitals,"Mental Health","Barry Hospital Colcot Road",Barry,"CF62 8YH",24/04/2019,,NHS
"Village Dental Practice","Dental Practices",Dental,"61 New Road, Skewen",Neath,"SA10 6HA",17/06/2021,"'01792 814734","NHS, Private/Independent"
"The Village Surgery","GP Surgeries","GP services","Pencerrig Street, Llanbradach",Caerphilly,"CF83 3LR",,,NHS
"The Whites Dental Centre","Dental Practices",Dental,"Bryn Melyn, 3 Station Road, Radyr",Cardiff,"CF15 8AA",21/08/2023,"'029 2084 3658",Private/Independent
"The Willows Dental and Implant Practice","Dental Practices",Dental,"Minafon The Roe","St Asaph","LL17 0LT",08/05/2024,"'01745 585000",Private/Independent
"Thomas & Stroud Dental Surgery","Dental Practices",Dental,"383 Chepstow Road",Newport,"NP19 8HL",28/06/2022,"'01633 278418",Private/Independent
"MyDentist – Thomas Street Dental Practice, Llanelli","Dental Practices",Dental,"45 Thomas Street",Llanelli,"SA15 3JE",13/10/2021,"'01554 774712","NHS, Private/Independent"
"Thornhill Road Surgery","GP Surgeries","GP services","67 Thornhill Road Rhiwbina",,"CF14 6PE",,"'029 2076 4444",NHS
"Thornhill Surgery","GP Surgeries","GP services","Leadon Court",Cwmbran,"NP44 5TZ",,"'01633 869544",NHS
"St. Luke's Surgery","GP Surgeries","GP services","(off Gwyddon Road)",Newbridge,"NP11 5GX",,"'01495 244205",NHS
"St. Paul's Clinic","GP Surgeries","GP services","Palmyra Place",Newport,"NP20 4EH",25/04/2025,"'01633 266140",NHS
"St. Thomas Surgery","GP Surgeries","GP services","Ysgol Street St. Thomas",Swansea,SA18LH,02/05/2017,"'01792 653992",NHS
"St. Woolos Hospital",Hospitals,,"Stow Hill",Newport,"NP20 4SZ",,"'01633 234234",NHS
"Stanley Road Surgery","GP Surgeries","GP services","Stanley Road",Pontypool,NP47LH,,"'01495 772239",NHS
"Stanwell Surgery","GP Surgeries","GP services","Stanwell Road",Penarth,"CF64 3XE",,"'029 2070 3039",NHS
"Station Road Surgery","GP Surgeries","GP services","15/16 Station Road",Penarth,"CF64 3EP",,"'029 2070 2301",NHS
"Station Yard","GP Surgeries","GP services","Windsor Place Ynysybwl",Pontypridd,"CF37 3DW",,"'01443 790429",NHS
"Stephen Bowsher","Dental Practices",Dental,"Le Havre, School Lane",Pontypridd,"CF37 5AL",,"'01443 842301",NHS
"Stormybrook Surgery","GP Surgeries","GP services","Waunbant Road Kenfig Hill",Pyle,"CF33 6DE",,"'01656 746611",NHS
"Strathmore Medical  Practice","GP Surgeries","GP services","28 Chester Road",Wrexham,"LL11 2SA",,"'01978 352055",NHS
"Strawberry Place Surgery","GP Surgeries","GP services","5 Strawberry Place Morriston",Swansea,SA67AQ,,"'01792 522526",NHS
"Sully Surgery","GP Surgeries","GP services","25 South Road",Sully,"CF64 5TG",30/04/2025,"'029 2053 0255",NHS
"Sunnybank Health Centre","GP Surgeries","GP services","Bryn Road",Blackwood,"NP12 3NA",,"'01443 875131",NHS
"Sunnycourt Ltd","Dental Practices",Dental,"Dental Practice",Blackwood,"NP12 1AA",,"'01495 224175",NHS
"Swan Dental Practice","Dental Practices",Dental,"23 Dean Street",Aberdare,"CF44 7BN",03/10/2019,"'01685 873946","NHS, Private/Independent"
"Swansea Laser Clinic",Hospitals,"Laser - non-surgical (e.g. hair or tattoo removal)","Castell Close, Swansea Enterprise Park Llansamlet",Swansea,"SA7 9FH",09/04/2020,"'01792 797660",Private/Independent
"Symbiosis Dental Practice","Dental Practices",Dental,"55 London Road, Pembroke Dock",Pembrokeshire,"SA72 6DT",17/01/2024,"'01646 686093",Private/Independent
"Tabernacle Surgery","GP Surgeries","GP services","4 Tabernacle Street",Skewen,"SA10 6UF",,"'01792 817009/817573",NHS
"Taff Vale Practice","GP Surgeries","GP services","Duffryn Road Rhydyfelin",Pontypridd,"CF37 5RW",,"'01443 490366",NHS
"Taff Vale Practice","GP Surgeries","GP services","Richard Street Cilfynydd",Pontypridd,"CF37 4NL",,"'01443 403365",NHS
"Taff Vale Practice","GP Surgeries","GP services","Porcher Avenue Glyncoch",Pontypridd,"CF37 4PF",,"'01443 493530",NHS
"Taffs Well Medical Centre","GP Surgeries","GP services",,"Taffs Well","CF15 7YG",,"'02920 820320",NHS
"Tal Y Bont Surgery","GP Surgeries","GP services","Station Road Pontarddulais",Swansea,SA48TJ,,"'01792 882368",NHS
"Talbot Green Group Practice","GP Surgeries","GP services","New Park Surgery Heol-y-Gyffraith","Talbot Green","CF72 8AJ",23/10/2017,"'01443 220320",NHS
"Pembroke Dock Dental Care","Dental Practices",Dental,"40 Queen Street","Pembroke Dock","SA72 6JE",25/02/2026,"'01646 685026",Private/Independent
"Pembrokeshire Dental Hygiene","Dental Practices",Dental,"3 Corner House, Portfield",Haverfordwest,"SA61 1BW",,"'01437 766700",Private/Independent
"Pen Y Maes Health Centre","GP Surgeries","GP services","Beech Street",Wrexham,"LL11 4UF",08/11/2023,"'01978 756370",NHS
"Penarth Dental Healthcare","Dental Practices",Dental,"5 Andrews Building",Penarth,"CF64 2AA",02/10/2019,"'029 2030 0202","NHS, Private/Independent"
Penbryn,"GP Surgeries","GP services",,Anglesey,"LL61 6YD",,"'01248 430253",NHS
"Penclawdd Dental Practice","Dental Practices",Dental,"4 West End ",Penclawdd,"SA4 3YX",12/06/2024,"'01792 850223","NHS, Private/Independent"
"Penclawdd Health Centre","GP Surgeries","GP services","Beach Road Penclawdd",Swansea,SA43YN,,"'01792 850311",NHS
"Penclawdd Medical Practice","GP Surgeries","GP services","Beach Road Penclawdd",Swansea,SA43YN,,"'01792 850311",NHS
"Pendre Surgery","GP Surgeries","GP services","Coleshill Street",Flintshire,CH87RS,,"'01352 712107",NHS
"Pendre Surgery","GP Surgeries","GP services","Clayton Road",Flintshire,CH71SS,,"'01352 759163",NHS
"Pengam Health Centre","GP Surgeries","GP services","Glan-Yr-Afon Lane",Blackwood,"NP12 3WA",,"'01443 834672",NHS
"Pengam Health Centre","GP Surgeries","GP services","Glan-Yr-Afon Lane",Blackwood,"NP12 3WA",,"'01443 831999",NHS
"Penhill Branch Surgery","GP Surgeries","GP services","31 Penhill Road",,"CF11 9PR",,"'029 2002 8014",NHS
"Deintyddfa Penlan Dental Care","Dental Practices",Dental,"6 Penlan Street",Gwynedd,"LL53 5DH",08/05/2018,"'01758 613341",Private/Independent
"Penmaenmawr Dental Practice","Dental Practices",Dental,"Medical Hall Pant yr Arfon",Conwy,"LL34 6BA",22/06/2017,"'01492 623475","NHS, Private/Independent"
"Pennant Surgery","GP Surgeries","GP services","Off High Street",Flintshire,CH87TR,,"'01352 716766",NHS
"Pennard Branch Surgery","GP Surgeries","GP services","55 Pennard Road Pennard",Swansea,SA32AD,,,NHS
"Penrhiwceiber Surgery","GP Surgeries","GP services","Penrhiwceiber Road","Mountain Ash","CF45 3SQ",,"'01443 473328",NHS
"Pentre Surgery","GP Surgeries","GP services","29 Ystrad Road","Rhondda Cynon Taff","CF41 7PH",,"'01443 439547",NHS
"Pentrepoeth Dental Practice","Dental Practices",Dental,"9 Pentrepoeth Road Morriston",Swansea,"SA6 6AA",01/06/2022,"'01792 701440","NHS, Private/Independent"
"Pentyrch Surgery","GP Surgeries","GP services","Village Hall Car Park",Pentyrch,"CF15 9QL",,"'029 2089 1978",NHS
"Pen-y-Bont Surgery","GP Surgeries","GP services","The Roe",Denbighshire,"LL17 0LU",,"'01745 583208",NHS
"Penybryn Surgery","GP Surgeries","GP services","Alexandra Road Gorseinon",Swansea,SA44NU,,"'01792 899090",NHS
"Pen-y-Cae Surgery","GP Surgeries","GP services","The Health Centre","Ebbw Vale","NP23 6EY",,"'01495 304076",NHS
"Penyffordd Surgery (Dr V Jayaraman)","GP Surgeries","GP services","Crawford House",Flintshire,CH89HJ,,"'01745 560347",NHS
"United Dental, Merthyr Tydfil","Dental Practices",Dental,"146-147 High Street","Merthyr Tydfil","CF47 8DP",,"'01685 386854",NHS
"London Road Dental Centre","Dental Practices",Dental,"109 London Road",Neath,"SA11 1HL",19/04/2018,"'01639 642000","NHS, Private/Independent"
"University Dental Care","Dental Practices",Dental,"Horton Residence Swansea University",Swansea,"SA2 8PP",13/05/2019,"'01792 602222",Private/Independent
"University Dental Hospital",Hospitals,,"Heath Park",Cardiff,"CF14 4XW",,"'029 2074 7747",NHS
"University Health Centre","GP Surgeries","GP services","Penmaen Residence, Singleton Park",Swansea,"SA2 8PG",15/05/2017,"'01792 295321",NHS
"University Hospital Llandough",Hospitals,"Mental Health, Ionising radiation (e.g. Radiotherapy), A&E","Penlan Road",Penarth,"CF64 2XX",25/06/2026,"'029 2071 1711",NHS
"University Hospital of Wales",Hospitals,"Maternity, Paediatric, Ionising radiation (e.g. Radiotherapy), A&E","Heath Park",Cardiff,"CF14 4XW",21/05/2026,"'029 2074 7747",NHS
"Uplands and Mumbles Surgery","GP Surgeries","GP services","48 Sketty Road Uplands",Swansea,SA20LJ,,"'01792 298554",NHS
Urbasba,Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","Cardiff and Vale College, Dumballs Road",Cardiff,"CF10 5FE",14/05/2026,"'02920 250450",Private/Independent
"Usk Dental Practice","Dental Practices",Dental,"4 Priory Street",Usk,"NP15 1BJ",26/05/2022,"'01291 672395","NHS, Private/Independent"
"Vale Family Practice","GP Surgeries","GP services","St. Brides Way Gibbonstown",Barry,"CF63 1DU",,"'01446 744877",NHS
"Nuffield Health, The Vale Hospital",Hospitals,,"Hensol Park, Hensol","Vale of Glamorgan","CF72 8JX",17/10/2024,"'029 2083 6700",Private/Independent
"Vale Laser Clinic Ltd",Hospitals,"Laser - non-surgical (e.g. hair or tattoo removal)","1A The Square, St Athan",Barry,"CF62 4PF",15/04/2026,"'01446 750880",Private/Independent
"Vale Laser Ltd",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","67 Talbot Road","Talbot Green","CF72 8AE",19/06/2026,,Private/Independent
"Vale of Neath Practice","GP Surgeries","GP services","102 High Street",Glynneath,"SA11 5AL",28/06/2017,"'01639 509050",NHS
"Vale View Dental Care","Dental Practices",Dental,"Canola, Sarn",Bridgend,"CF32 9TY",02/02/2023,"'01656 721145","NHS, Private/Independent"
"Valley Dental Surgery","Dental Practices",Dental,"2 Boston Terrace",Anglesey,"LL65 3DU",19/06/2024,"'01407 741730","NHS, Private/Independent"
"Valley Pharmacy","GP Surgeries","GP services","London Road",Anglesey,"LL65 3NP",,"'01407 740706",NHS
"Vauxhall Practice","GP Surgeries","GP services","Vauxhall Lane",Chepstow,"NP16 5PZ",14/03/2025,"'01291 636100",NHS
"Velindre Cancer Centre",Hospitals,,"Velindre Road",Whitchurch,"CF14 2TL",11/08/2023,"'02920 615888",NHS
"Vergam Dental Practice","Dental Practices",Dental,"6 Vergam Terrace",Fishguard,"SA65 9DD",07/10/2019,"'01348 873227","NHS, Private/Independent"
"Victoria Gardens Surgery","GP Surgeries","GP services","Victoria Gardens",Neath,"SA11 1HW",12/08/2021,"'01639 643786",NHS
"Victoria Memorial Hospital",Hospitals,,"Salop Road",Welshpool,"SY21 7DU",06/02/2026,"'01938 553133",NHS
"Village Hall","GP Surgeries","GP services",,Gwynedd,"LL23 7BA",,,NHS
"W J Jenkins","Dental Practices",Dental,"War Memorial Health Centre Beaufort Street",Crickhowell,NP81AG,,"'01873 810058",NHS
"Beauty Central Clinic (De-registered 26/06/2025)",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","51A Cross Street",Abergavenny,"NP7 5EU",08/09/2021,"'01873 268677",Private/Independent
"Peppermint Group Ltd (de-registered 05/12/2025)",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","229 High Street",Blackwood,"NP12 1AL",,"'01495 229740",Private/Independent
"Huw De Lloyd Dentist","Dental Practices",Dental,"50 The Parade",Cardiff,"CF24 3AB",23/01/2020,"'029 2048 5079",Private/Independent
"Men's Health Wales","GP Surgeries","GP services","43 Heol Fach, North Cornelly,",Bridgend,"CF33 4LN",24/02/2023,"'01656 502503",Private/Independent
"Rhos Dental Practice","Dental Practices",Dental,"Market Street, Rhos",Wrexham,"LL14 1AH",03/06/2021,"'01978 845391",Private/Independent
"Cardiff Beauty Clinic (de-registered 17/03/2026)",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","866 Newport Road",Cardiff,"CF3 4LJ",07/10/2025,,Private/Independent
"Newport Denture Clinic","Dental Practices",Dental,"51 Cardiff Road",Newport,"NP20 2EN",18/08/2022,"'01633 263125",Private/Independent
"Body Basix (de-registered 17/03/2026)",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","16 Churchill Way",Cardiff,"CF10 2DX",07/08/2024,"'02920 345907",Private/Independent
