company_name,company_number,registered_office_address,postcode,phone,website,sic_codes,company_status,date_of_creation,director_names,director_roles,officer_count,crm_detected,crm_confidence,crm_evidence,blast_segment,wisecall_tier,corporate_group,corporate_group_name,area,source,notes,email,branch_id,profile_url,rightmove_company_id
HS Estate Agents,,"137, 
Kings Road, 
Brentwood, 
CM14 4DR",CM14 4DR,01277 674530,https://hs-estateagents.co.uk,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Brentwood,Rightmove Essex directory,branch_id:83806; profile:https://www.rightmove.co.uk/estate-agents/agent/HS-Estate-Agents/Brentwood-83806.html; sales:Yes; lettings:Yes; phones:01277 674530; 01277 674809; emails:sale@hs-estateagents.co.uk; lettings@hs-estateagents.co.uk; sales@hsestateagents.co.uk,sale@hs-estateagents.co.uk,83806,https://www.rightmove.co.uk/estate-agents/agent/HS-Estate-Agents/Brentwood-83806.html,29953
Hair & Son,,"200 London Road,, 
Westcliff-On-Sea,, 
SS1 1PJ",SS1 1PJ,01702 967505,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Commercial,Rightmove Essex directory,branch_id:193013; profile:https://www.rightmove.co.uk/estate-agents/agent/Hair-and-Son/Commercial-193013.html; sales:Yes; lettings:Yes; phones:01702 967505; 01702 967867,,193013,https://www.rightmove.co.uk/estate-agents/agent/Hair-and-Son/Commercial-193013.html,58979
Hair & Son,,"6 High Street,, 
Rayleigh,, 
SS6 7EG",SS6 7EG,01268 774316,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Rayleigh,Rightmove Essex directory,branch_id:12073; profile:https://www.rightmove.co.uk/estate-agents/agent/Hair-and-Son/Rayleigh-12073.html; sales:Yes; lettings:Yes; phones:01268 385139; 01268 774316,,12073,https://www.rightmove.co.uk/estate-agents/agent/Hair-and-Son/Rayleigh-12073.html,4843
Hair & Son,,"186 London Road,, 
Southend-On-Sea,, 
SS1 1PJ",SS1 1PJ,01702 967787,https://covered.www.hairandson.co.uk,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Southend-On-Sea,Rightmove Essex directory,branch_id:29237; profile:https://www.rightmove.co.uk/estate-agents/agent/Hair-and-Son/Southend-On-Sea-29237.html; sales:Yes; lettings:Yes; phones:01702 967054; 01702 967787,,29237,https://www.rightmove.co.uk/estate-agents/agent/Hair-and-Son/Southend-On-Sea-29237.html,4843
Hale Letting Limited,,"3 Pavilion View, Elmstead, , 
Colchester,, 
CO7 7GP",CO7 7GP,01206 586157,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Colchester,Rightmove Essex directory,branch_id:107396; profile:https://www.rightmove.co.uk/estate-agents/agent/Hale-Letting-Limited/Colchester-107396.html; sales:No; lettings:Yes; phones:01206 586157,,107396,https://www.rightmove.co.uk/estate-agents/agent/Hale-Letting-Limited/Colchester-107396.html,40622
Halls Properties,,"47 Church Street,, 
Great Baddow,, 
Chelmsford,, 
CM2 7JA",CM2 7JA,01708 875088,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Great Baddow,Rightmove Essex directory,branch_id:225644; profile:https://www.rightmove.co.uk/estate-agents/agent/Halls-Properties/Great-Baddow-225644.html; sales:Yes; lettings:Yes; phones:01708 875088,,225644,https://www.rightmove.co.uk/estate-agents/agent/Halls-Properties/Great-Baddow-225644.html,68906
Hamilton Piers,,"4 Torquay Road,, 
Springfield,, 
Chelmsford,, 
CM1 6NF",CM1 6NF,01245 945782,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Chelmsford,Rightmove Essex directory,branch_id:135584; profile:https://www.rightmove.co.uk/estate-agents/agent/Hamilton-Piers/Chelmsford-135584.html; sales:Yes; lettings:No; phones:01245 945782,,135584,https://www.rightmove.co.uk/estate-agents/agent/Hamilton-Piers/Chelmsford-135584.html,325
Hamilton Piers,,"Hamilton Piers,, 
Panners Parade,, 
Great Notley,, 
Essex, 
CM77 7AE",CM77 7AE,01376 312447,https://yell.com,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Great Notley Garden Village,Rightmove Essex directory,branch_id:2515; profile:https://www.rightmove.co.uk/estate-agents/agent/Hamilton-Piers/Great-Notley-Garden-Village-2515.html; sales:Yes; lettings:Yes; phones:01376 312447; 01376 315820,,2515,https://www.rightmove.co.uk/estate-agents/agent/Hamilton-Piers/Great-Notley-Garden-Village-2515.html,325
Hammond & Smith,,"Epping,, 
CM16",,01992 919007,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Epping,Rightmove Essex directory,branch_id:232301; profile:https://www.rightmove.co.uk/estate-agents/agent/Hammond-and-Smith/Epping-232301.html; sales:Yes; lettings:Yes; phones:01992 919007,,232301,https://www.rightmove.co.uk/estate-agents/agent/Hammond-and-Smith/Epping-232301.html,70943
Harding's,,"1 St. Thomas Road,, 
Brentwood,, 
CM14 4DB",CM14 4DB,01277 674561,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Brentwood,Rightmove Essex directory,branch_id:291080; profile:https://www.rightmove.co.uk/estate-agents/agent/Hardings/Brentwood-291080.html; sales:No; lettings:Yes; phones:01277 674561,,291080,https://www.rightmove.co.uk/estate-agents/agent/Hardings/Brentwood-291080.html,33701
Hardy-King Estate Agents,,"3 Ketleys Place, 
Church Road, 
Tiptree, 
CO5 0HB",CO5 0HB,01621 731218,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Tiptree,Rightmove Essex directory,branch_id:121081; profile:https://www.rightmove.co.uk/estate-agents/agent/Hardy-King-Estate-Agents/Tiptree-121081.html; sales:Yes; lettings:No; phones:01621 731218,,121081,https://www.rightmove.co.uk/estate-agents/agent/Hardy-King-Estate-Agents/Tiptree-121081.html,43696
Harris + Wood,,"Unit 10 Chesterwell House Cordelia Drive,, 
Colchester,, 
CO4 6AZ",CO4 6AZ,01206 636476,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Chesterwell,Rightmove Essex directory,branch_id:255371; profile:https://www.rightmove.co.uk/estate-agents/agent/Harris-Wood/Chesterwell-255371.html; sales:Yes; lettings:No; phones:01206 636476,,255371,https://www.rightmove.co.uk/estate-agents/agent/Harris-Wood/Chesterwell-255371.html,54077
Harris + Wood,,"25 Sir Isaacs Walk,, 
Colchester,, 
CO1 1JJ",CO1 1JJ,01202 144451,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Colchester,Rightmove Essex directory,branch_id:285329; profile:https://www.rightmove.co.uk/estate-agents/agent/Harris-Wood/Colchester-285329.html; sales:No; lettings:Yes; phones:01202 144451,,285329,https://www.rightmove.co.uk/estate-agents/agent/Harris-Wood/Colchester-285329.html,54077
Harris + Wood,,"25 Sir Isaacs Walk,, 
Colchester,, 
CO1 1JJ",CO1 1JJ,01206 586125,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Colchester,Rightmove Essex directory,branch_id:173663; profile:https://www.rightmove.co.uk/estate-agents/agent/Harris-Wood/Colchester-173663.html; sales:Yes; lettings:No; phones:01206 586125,,173663,https://www.rightmove.co.uk/estate-agents/agent/Harris-Wood/Colchester-173663.html,54077
Harris + Wood,,"12a St. Johns Road,, 
Clacton-On-Sea,, 
CO15 4BP",CO15 4BP,01255 442624,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Tendring,Rightmove Essex directory,branch_id:300728; profile:https://www.rightmove.co.uk/estate-agents/agent/Harris-Wood/Tendring-300728.html; sales:Yes; lettings:No; phones:01255 442624,,300728,https://www.rightmove.co.uk/estate-agents/agent/Harris-Wood/Tendring-300728.html,54077
Harris + Wood,,"12a St. Johns Road,, 
Clacton-On-Sea,, 
CO15 4BP",CO15 4BP,01255 441580,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Tendring,Rightmove Essex directory,branch_id:300926; profile:https://www.rightmove.co.uk/estate-agents/agent/Harris-Wood/Tendring-300926.html; sales:No; lettings:Yes; phones:01255 441580,,300926,https://www.rightmove.co.uk/estate-agents/agent/Harris-Wood/Tendring-300926.html,54077
Harris + Wood,,"66a Newland Street,, 
Witham,, 
CM8 1AH",CM8 1AH,01376 315809,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Witham,Rightmove Essex directory,branch_id:229148; profile:https://www.rightmove.co.uk/estate-agents/agent/Harris-Wood/Witham-229148.html; sales:Yes; lettings:No; phones:01376 315809,,229148,https://www.rightmove.co.uk/estate-agents/agent/Harris-Wood/Witham-229148.html,54077
Harris + Wood,,"66a Newland Street,, 
Witham,, 
CM8 1AH",CM8 1AH,01372 233945,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Witham,Rightmove Essex directory,branch_id:285332; profile:https://www.rightmove.co.uk/estate-agents/agent/Harris-Wood/Witham-285332.html; sales:No; lettings:Yes; phones:01372 233945,,285332,https://www.rightmove.co.uk/estate-agents/agent/Harris-Wood/Witham-285332.html,54077
Harwich Village Homes,,"Tower House, , 
300 Main Road,, 
Harwich,, 
CO12 3PJ",CO12 3PJ,01255 442116,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Harwich,Rightmove Essex directory,branch_id:8210; profile:https://www.rightmove.co.uk/estate-agents/agent/Harwich-Village-Homes/Harwich-8210.html; sales:Yes; lettings:Yes; phones:01255 442065; 01255 442116,,8210,https://www.rightmove.co.uk/estate-agents/agent/Harwich-Village-Homes/Harwich-8210.html,2811
Hawk & Eagle Property Consultants,,"1 Claybury Broadway, Ilford, , 
Essex, , 
IG5 0LQ",IG5 0LQ,020 3835 2709,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,London,Rightmove Essex directory,branch_id:254153; profile:https://www.rightmove.co.uk/estate-agents/agent/Hawk-and-Eagle-Property-Consultants/London-254153.html; sales:Yes; lettings:Yes; phones:020 3375 1232; 020 3835 2709,,254153,https://www.rightmove.co.uk/estate-agents/agent/Hawk-and-Eagle-Property-Consultants/London-254153.html,78527
Haylock Investment Management Services,,"7 Bridge Street,, 
Halstead,, 
CO9 1HU",CO9 1HU,01787 322353,https://hims.uk.com,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Halstead,Rightmove Essex directory,branch_id:62291; profile:https://www.rightmove.co.uk/estate-agents/agent/Haylock-Investment-Management-Services/Halstead-62291.html; sales:No; lettings:Yes; phones:01787 322353; emails:rent@hims.uk.com.HIMS; rent@hims.uk.com,rent@hims.uk.com.HIMS,62291,https://www.rightmove.co.uk/estate-agents/agent/Haylock-Investment-Management-Services/Halstead-62291.html,24326
Heale Property Management,,"87 High Street,, 
Canvey Island,, 
SS8 7RE",SS8 7RE,01268 515121,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Canvey Island,Rightmove Essex directory,branch_id:73814; profile:https://www.rightmove.co.uk/estate-agents/agent/Heale-Property-Management/Canvey-Island-73814.html; sales:No; lettings:Yes; phones:01268 515121,,73814,https://www.rightmove.co.uk/estate-agents/agent/Heale-Property-Management/Canvey-Island-73814.html,28997
Heimstaden UK Ltd,,"130 Kings Road,, 
Brentwood,, 
CM14 4EQ",CM14 4EQ,01277 674397,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Ewing House,Rightmove Essex directory,branch_id:266633; profile:https://www.rightmove.co.uk/estate-agents/agent/Heimstaden-UK-Ltd/Ewing-House-266633.html; sales:No; lettings:Yes; phones:01277 674397,,266633,https://www.rightmove.co.uk/estate-agents/agent/Heimstaden-UK-Ltd/Ewing-House-266633.html,78839
Hendricks Estate Agents,,"812a London Rd, , 
Leigh-on-Sea, , 
SS9 3NH",SS9 3NH,01702 662320,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Southend-On-Sea,Rightmove Essex directory,branch_id:293117; profile:https://www.rightmove.co.uk/estate-agents/agent/Hendricks-Estate-Agents/Southend-On-Sea-293117.html; sales:Yes; lettings:Yes; phones:01702 662320,,293117,https://www.rightmove.co.uk/estate-agents/agent/Hendricks-Estate-Agents/Southend-On-Sea-293117.html,95924
Henton Kirkman Residential,,"The Horseshoes,, 
137A High Street,, 
Billericay,, 
CM12 9AB",CM12 9AB,01277 674669,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Billericay,Rightmove Essex directory,branch_id:141971; profile:https://www.rightmove.co.uk/estate-agents/agent/Henton-Kirkman-Residential/Billericay-141971.html; sales:Yes; lettings:No; phones:01277 674669,,141971,https://www.rightmove.co.uk/estate-agents/agent/Henton-Kirkman-Residential/Billericay-141971.html,44885
Henton Kirkman Residential,,"The Horseshoes,, 
137A High Street,, 
Billericay,, 
CM12 9AB",CM12 9AB,01277 674600,https://hentonkirkman.co.uk,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Billericay,Rightmove Essex directory,branch_id:146933; profile:https://www.rightmove.co.uk/estate-agents/agent/Henton-Kirkman-Residential/Billericay-146933.html; sales:No; lettings:Yes; phones:01277 674600; emails:lettings@hentonkirkman.co.uk,lettings@hentonkirkman.co.uk,146933,https://www.rightmove.co.uk/estate-agents/agent/Henton-Kirkman-Residential/Billericay-146933.html,44885
Heritage,,"3B Manchester House,, 
Church Street,, 
Coggeshall,, 
Essex,, 
CO6 1TU",CO6 1TU,01376 315805,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Coggeshall,Rightmove Essex directory,branch_id:68743; profile:https://www.rightmove.co.uk/estate-agents/agent/Heritage/Coggeshall-68743.html; sales:Yes; lettings:Yes; phones:01376 315146; 01376 315805,,68743,https://www.rightmove.co.uk/estate-agents/agent/Heritage/Coggeshall-68743.html,25300
Heritage,,"54 High Street High Street,, 
Earls Colne,, 
CO6 2PB",CO6 2PB,01787 322126,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Covering North Essex and Suffolk,Rightmove Essex directory,branch_id:277784; profile:https://www.rightmove.co.uk/estate-agents/agent/Heritage/Covering-North-Essex-and-Suffolk-277784.html; sales:Yes; lettings:No; phones:01787 322126,,277784,https://www.rightmove.co.uk/estate-agents/agent/Heritage/Covering-North-Essex-and-Suffolk-277784.html,25300
Hibbert-Foy Property,,"High Trees , 
Maldon Hall Farm Spital Road,, 
Maldon,, 
CM9 6SQ",CM9 6SQ,01621 731470,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Maldon,Rightmove Essex directory,branch_id:293285; profile:https://www.rightmove.co.uk/estate-agents/agent/Hibbert-Foy-Property/Maldon-293285.html; sales:Yes; lettings:Yes; phones:01621 731470; 01621 733846,,293285,https://www.rightmove.co.uk/estate-agents/agent/Hibbert-Foy-Property/Maldon-293285.html,96023
Hilbery Chaplin Residential,,"86 Market Place, 
RM1 3HQ",RM1 3HQ,01708 207147,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Havering - Lettings,Rightmove Essex directory,branch_id:184505; profile:https://www.rightmove.co.uk/estate-agents/agent/Hilbery-Chaplin-Residential/Havering---Lettings-184505.html; sales:No; lettings:Yes; phones:01708 207147,,184505,https://www.rightmove.co.uk/estate-agents/agent/Hilbery-Chaplin-Residential/Havering---Lettings-184505.html,3068
Hilbery Chaplin Residential,,"Hornchurch,, 
RM11 1QP",RM11 1QP,01708 206822,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Havering - Sales,Rightmove Essex directory,branch_id:10529; profile:https://www.rightmove.co.uk/estate-agents/agent/Hilbery-Chaplin-Residential/Havering---Sales-10529.html; sales:Yes; lettings:No; phones:01708 206822,,10529,https://www.rightmove.co.uk/estate-agents/agent/Hilbery-Chaplin-Residential/Havering---Sales-10529.html,3068
Hilbery Chaplin Residential,,"Laindon,, 
Basildon,, 
SS15 6DQ",SS15 6DQ,01268 983110,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Laindon,Rightmove Essex directory,branch_id:17787; profile:https://www.rightmove.co.uk/estate-agents/agent/Hilbery-Chaplin-Residential/Laindon-17787.html; sales:No; lettings:Yes; phones:01268 983110,,17787,https://www.rightmove.co.uk/estate-agents/agent/Hilbery-Chaplin-Residential/Laindon-17787.html,3068
Hilbery Chaplin Residential,,"Laindon,, 
Basildon,, 
SS15 6DQ",SS15 6DQ,01268 202915,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Laindon,Rightmove Essex directory,branch_id:9107; profile:https://www.rightmove.co.uk/estate-agents/agent/Hilbery-Chaplin-Residential/Laindon-9107.html; sales:Yes; lettings:No; phones:01268 202915,,9107,https://www.rightmove.co.uk/estate-agents/agent/Hilbery-Chaplin-Residential/Laindon-9107.html,3068
Hilbery Chaplin Residential,,"Shenfield,, 
CM15 8NR",CM15 8NR,01277 674274,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Shenfield,Rightmove Essex directory,branch_id:10530; profile:https://www.rightmove.co.uk/estate-agents/agent/Hilbery-Chaplin-Residential/Shenfield-10530.html; sales:Yes; lettings:No; phones:01277 674274,,10530,https://www.rightmove.co.uk/estate-agents/agent/Hilbery-Chaplin-Residential/Shenfield-10530.html,3068
Hilbery Chaplin Residential,,"Shenfield,, 
CM15 8NR",CM15 8NR,01277 674711,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Shenfield,Rightmove Essex directory,branch_id:184511; profile:https://www.rightmove.co.uk/estate-agents/agent/Hilbery-Chaplin-Residential/Shenfield-184511.html; sales:No; lettings:Yes; phones:01277 674711,,184511,https://www.rightmove.co.uk/estate-agents/agent/Hilbery-Chaplin-Residential/Shenfield-184511.html,3068
Hills Estate,,"209 - 211 Cranbrook Road,, 
Ilford,, 
IG1 4TD",IG1 4TD,020 3834 8551,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Ilford,Rightmove Essex directory,branch_id:152342; profile:https://www.rightmove.co.uk/estate-agents/agent/Hills-Estate/Ilford-152342.html; sales:No; lettings:Yes; phones:020 3834 8551,,152342,https://www.rightmove.co.uk/estate-agents/agent/Hills-Estate/Ilford-152342.html,48188
Holden Estate Agents,,"15 High Street,, 
Maldon,, 
CM9 5PE",CM9 5PE,01621 731471,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Maldon,Rightmove Essex directory,branch_id:47289; profile:https://www.rightmove.co.uk/estate-agents/agent/Holden-Estate-Agents/Maldon-47289.html; sales:Yes; lettings:No; phones:01621 731471,,47289,https://www.rightmove.co.uk/estate-agents/agent/Holden-Estate-Agents/Maldon-47289.html,14502
Holdens Property Services,,"160-162 , 
Cranbrook Road, 
Ilford, 
IG1 4PE",IG1 4PE,020 3909 4208,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Ilford,Rightmove Essex directory,branch_id:43614; profile:https://www.rightmove.co.uk/estate-agents/agent/Holdens-Property-Services/Ilford-43614.html; sales:No; lettings:Yes; phones:020 3909 4208,,43614,https://www.rightmove.co.uk/estate-agents/agent/Holdens-Property-Services/Ilford-43614.html,13167
Home,,"26 Broadway, 
Leigh-On-Sea, 
ESSEX, 
SS9 1AW",SS9 1AW,01702 967219,https://service.Com,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Leigh on sea,Rightmove Essex directory,branch_id:80375; profile:https://www.rightmove.co.uk/estate-agents/agent/Home/Leigh-on-sea-80375.html; sales:Yes; lettings:Yes; phones:01702 967133; 01702 967219,,80375,https://www.rightmove.co.uk/estate-agents/agent/Home/Leigh-on-sea-80375.html,31919
